Date	Source	Target	CAMEOCode	NumEvents	NumArts	QuadClass	Goldstein	SourceGeoType	SourceGeoLat	SourceGeoLong	TargetGeoType	TargetGeoLat	TargetGeoLong	ActionGeoType	ActionGeoLat	ActionGeoLong
19790102	LEG	CHN	042	1	4	1	1.9	1	38	-97	1	38	-97	1	38	-97
19790102	LEG	CHN	043	1	1	1	2.8							4	36.75	111.45
19790102	LEG	IRN	120	2	10	3	-4	4	35.75	51.5148	4	35.75	51.5148	4	35.75	51.5148
19790102	LEG	ISR	130	2	10	3	-4.4	4	35.75	51.5148	3	38.8951	-77.0364	3	38.8951	-77.0364
19790102	LEG	USA	010	1	4	1	0	3	38.8951	-77.0364	1	31.5	34.75	3	38.8951	-77.0364
19790102	LEG	USA	043	1	4	1	2.8	2	32.799	-86.8073	2	32.799	-86.8073	2	32.799	-86.8073
19790102	LEG	USA	130	2	10	3	-4.4	3	38.8951	-77.0364	3	38.8951	-77.0364	3	38.8951	-77.0364
19790102	LKA	GOV	043	2	17	1	2.8	1	7	81	1	7	81	1	10	49
19790102	LKAGOV	SOM	051	2	2	1	3.4	1	7	81	1	10	49	1	10	49
19790102	LKA	IGOSEAASN	042	2	19	1	1.9	1	7	81	1	7	81	1	7	81
19790102	LKA	SOM	043	3	20	1	2.8	1	7	81	1	10	49	1	10	49
19790102	LKA	SOMGOV	043	3	19	1	2.8	1	7	81	1	10	49	1	10	49
19790102	MED	BHR	036	1	10	1	4	1	7	81	1	10	49	1	10	49
19790102	MED	CUB	051	4	9	1	3.4	1	38	-97	4	23.1319	-82.3642	1	38	-97
19790102	MED	CUB	0841	3	5	2	7	1	38	-97				4	20.4639	-76.6583
19790102	MED	FRA	046	1	5	1	7	4	23.1319	-82.3642	4	23.1319	-82.3642	4	23.1319	-82.3642
19790102	MED	GOV	111	1	10	3	-2	1	38	-97	4	45.6333	5.73333	1	38	-97
19790102	MED	IRN	010	1	9	1	0	1	-20	30	1	-18.25	35	1	-18.25	35
19790102	MED	IRN	046	2	4	1	7	1	38	-97	4	35.75	51.5148	4	35.75	51.5148
19790102	MED	OPP	0841	3	4	2	7	1	38	-97	1	38	-97	4	20.4639	-76.6583
19790102	MED	USA	015	1	3	1	0	4	23.1319	-82.3642	4	23.1319	-82.3642	4	23.1319	-82.3642
19790102	MEX	MIL	190	1	7	4	-10	1	38	-97	1	38	-97	1	38	-97
19790102	MIL	ARE	043	2	10	1	2.8	4	30.05	31.25	2	44.6074	-69.3977	4	30.05	31.25
19790102	MIL	COP	193	3	9	4	-10	1	38	-97	1	38	-97	4	12.1508	-86.2683
19790102	MIL	ESP	043	1	2	1	2.8	4	21.1167	-101.667	4	21.1167	-101.667	4	21.1167	-101.667
19790102	MIL	ESP	190	1	2	4	-10	1	40	-4	1	40	-4	1	40	-4
19790102	MIL	MILGOV	190	1	2	4	-10	1	40	-4	1	40	-4	1	40	-4
19790102	MIL	REB	190	2	4	4	-10	1	38	-97	1	38	-97	1	38	-97
19790102	MIL	SYR	036	2	2	1	4	4	33.5	36.3	4	33.5	36.3	4	33.5	36.3
19790102	MIL	VEN	090	2	2	2	-2	4	59.8944	30.2642	1	18.2359	-66.4838	1	18.2359	-66.4838
19790102	MIL	ZAF	190	1	4	4	-10	4	59.8944	30.2642	4	9.10216	-62.5253	1	18.2359	-66.4838
19790102	MOS	IRN	051	2	19	1	3.4	4	30.4298	49.0763	4	30.4298	49.0763	4	30.4298	49.0763
19790102	MOS	MOS	040	2	18	1	1	4	35.1844	52.4553	4	35.1844	52.4553	4	35.1844	52.4553
19790102	MOSREL	MOS	051	1	9	1	3.4	4	37.4727	49.4622	4	37.4727	49.4622	4	37.4727	49.4622
19790102	MOSSHIREL	IRN	051	1	2	1	3.4	4	35.1844	52.4553	4	35.1844	52.4553	4	35.1844	52.4553
19790102	NIC	CRI	190	1	5	4	-10	4	35.75	51.5148	4	35.75	51.5148	4	35.75	51.5148
19790102	NIC	DOM	120	2	4	3	-4				1	19	-70.6667	4	12.1508	-86.2683
19790102	NIC	GTM	120	2	4	3	-4				1	15.5	-90.25	4	12.1508	-86.2683
19790102	NIC	USA	120	2	4	3	-4							4	12.1508	-86.2683
19790102	OPP	BUS	180	2	6	4	-9	4	35.75	51.5148	4	35.75	51.5148	4	35.75	51.5148
19790102	OPP	IRN	020	1	4	1	3	4	33.6339	50.06	4	33.6339	50.06	4	33.6339	50.06
19790102	OPP	IRN	174	1	4	4	-5	4	35.75	51.5148	4	35.75	51.5148	4	35.75	51.5148
19790102	OPP	IRN	190	3	10	4	-10	4	37.5553	45.0724	1	38	-97	4	37.5553	45.0724
19790102	OPP	IRNBUS	180	1	3	4	-9	1	38	-97	1	38	-97	4	37.5553	45.0724
19790102	OPP	MIL	140	2	10	3	-6.5	1	32	53	3	38.8951	-77.0364	3	38.8951	-77.0364
19790102	OPP	USA	111	1	2	3	-2	3	38.8951	-77.0364	3	38.8951	-77.0364	3	38.8951	-77.0364
19790102	PAN	BUSMED	042	2	5	1	1.9	4	4.54023	-75.077	4	10.3997	-75.5144	4	10.3997	-75.5144
19790102	PER	BOL	172	3	9	4	-5	4	-11.7377	-75.9616	4	-11.7377	-75.9616	4	-11.7377	-75.9616
19790102	PER	ESP	190	2	9	4	-10	4	-11.7377	-75.9616	4	-11.7377	-75.9616	4	43.55	-6.7
19790102	PHLGOV	PHL	033	1	2	1	5.2	4	-11.7377	-75.9616	4	43.55	-6.7	4	43.55	-6.7
19790102	PHLGOV	PHL	073	1	2	2	7.4	4	16.45	120.55	4	16.45	120.55	4	16.45	120.55
19790102	PHLGOV	REF	120	2	5	3	-4	4	45.6333	5.73333	4	16.45	120.55	4	16.45	120.55
19790102	PHL	REF	120	2	2	3	-4	4	16.45	120.55	4	16.45	120.55	4	16.45	120.55
19790102	POL	GOV	020	1	10	1	3	4	45.6333	5.73333	4	16.45	120.55	4	16.45	120.55
19790102	REB	GOV	1832	1	9	4	-10	4	52.25	21	4	52.25	21	4	52.25	21
19790102	REB	MIL	190	2	4	4	-10	1	38	-97	1	38	-97	1	38	-97
19790102	REB	OPP	0841	1	3	2	7	1	38	-97	1	38	-97	1	38	-97
19790102	REB	OPP	130	1	3	3	-4.4	4	35.75	51.5148	4	35.75	51.5148	4	35.75	51.5148
19790102	REF	THA	080	2	6	2	5	1	13	105	1	13	105	1	13	105
19790102	ROU	CUB	017	1	10	1	0	1	15	100	1	15	100	1	15	100
19790102	RUS	AFR	051	2	6	1	3.4	4	-15.4167	28.2833	4	-15.4167	28.2833	1	60	100
19790102	RUS	CHN	190	2	2	4	-10	1	60	100	1	60	100	1	60	100
19790102	RUS	CVL	190	2	8	4	-10	4	28.3794	121.406	1	60	100	1	60	100
19790102	RUS	GBR	0872	2	2	2	9				4	51.5	-0.116667	4	55.7522	37.6156
19790102	RUS	GOV	036	1	6	1	4	4	51.5	-0.116667	4	51.5	-0.116667	4	51.5	-0.116667
19790102	RUS	TWN	010	2	4	1	0	1	38	-97	4	39.9289	116.388	1	38	-97
19790102	RUS	TWN	130	1	3	3	-4.4	4	39.9289	116.388	4	39.9289	116.388	4	39.9289	116.388
19790102	RUS	UKR	036	1	8	1	4	4	39.9289	116.388	4	26.1589	119.922	4	26.1589	119.922
19790102	RUS	VNM	036	2	6	1	4	4	62.4333	115.783	4	21.0333	105.85	4	21.0333	105.85
19790102	RUS	ZMB	033	2	2	1	5.2	1	60	100	1	60	100	4	-15.4167	28.2833
19790102	RUS	ZMB	051	2	2	1	3.4	1	60	100	1	60	100	1	60	100
19790102	RUS	ZMB	060	2	2	2	6	1	60	100	1	60	100	1	60	100
19790102	SDN	SDNGOVAGR	010	1	2	1	0	1	60	100	4	-15.4167	28.2833	4	-15.4167	28.2833
19790102	SOMGOV	LKA	042	5	19	1	1.9	1	7	81	1	7	81	1	7	81
19790102	SOM	IGOSEAASN	042	2	19	1	1.9	1	10	49	1	7	81	1	7	81
19790102	SOM	LKA	042	5	21	1	1.9	1	10	49	1	7	81	1	7	81
19790102	SWE	SWEEDU	090	1	10	2	-2	1	10	49	1	7	81	1	7	81
19790102	SYRGOV	IRQ	046	1	3	1	7	4	59.1	12.2833	4	59.1	12.2833	4	59.1	12.2833
19790102	SYRGOV	IRQGOV	046	1	3	1	7	1	35	38	4	33.3386	44.3939	4	33.3386	44.3939
19790102	SYR	IRQ	057	3	12	1	8	4	33.3386	44.3939	4	33.3386	44.3939	1	35	38
19790102	SYR	IRQGOV	046	2	2	1	7	1	35	38	4	33.3386	44.3939	4	33.3386	44.3939
19790102	SYR	IRQGOV	057	2	3	1	8	1	35	38	1	35	38	4	33.3386	44.3939
19790102	THA	VNM	051	1	2	1	3.4	1	35	38	4	33.3386	44.3939	4	33.3386	44.3939
19790102	TUN	DEU	042	2	2	1	1.9	4	36.8028	10.1797	1	51	9	4	33.8758	10.8575
19790102	TUN	DEU	043	1	4	1	2.8	4	36.8028	10.1797	4	36.8028	10.1797	1	51	9
19790102	TUN	DEUCVL	043	1	3	1	2.8	4	33.8758	10.8575	1	51	9	1	51	9
19790102	TUN	FRA	172	2	9	4	-5	4	33.8758	10.8575	4	32.8925	13.18	4	33.8758	10.8575
19790102	TUN	LBY	172	1	9	4	-5	4	33.8758	10.8575	1	46	2	4	33.8758	10.8575
19790102	TUNMED	TUN	042	1	3	1	1.9	4	33.8758	10.8575	4	32.8925	13.18	4	33.8758	10.8575
19790102	TUN	TUNMED	043	1	3	1	2.8	4	36.8028	10.1797	4	33.8758	10.8575	1	51	9
19790102	TWN	CHNGOV	042	1	1	1	1.9	4	33.8758	10.8575	4	36.8028	10.1797	1	51	9
19790102	TWN	USA	042	2	10	1	1.9	1	23.5	121	1	23.5	121	1	23.5	121
19790102	TWN	VNM	040	1	2	1	1	1	23.5	121	1	38	-97	1	23.5	121
19790102	TZA	AFR	043	1	4	1	2.8	4	26.1589	119.922	4	39.9289	116.388	4	26.1589	119.922
19790102	TZA	GOV	017	2	6	1	0	4	-1.33167	31.8122	4	-1.33167	31.8122	4	-1.33167	31.8122
19790102	UAF	CHN	042	1	10	1	1.9	5	-2	31.5	5	-2	31.5	5	-2	31.5
19790102	UAF	COP	190	2	10	4	-10	4	-20.0934	30.3056	4	-16.5167	28.8	4	-20.0934	30.3056
19790102	UAF	CVL	190	1	10	4	-10	4	-20.0934	30.3056	4	-20.0934	30.3056	4	-20.0934	30.3056
19790102	UAF	EDU	181	1	5	4	-9	4	-17.7567	31.1036	4	-17.7567	31.1036	4	-17.7567	31.1036
19790102	UAF	ESP	186	1	9	4	-10	4	-17.8178	31.0447	4	-17.8178	31.0447	4	-17.8178	31.0447
19790102	UAF	MIL	193	1	9	4	-10	1	40	-4	1	40	-4	1	40	-4
19790102	UAF	ZWE	181	1	4	4	-9	1	40	-4	1	40	-4	1	40	-4
19790102	UAF	ZWE	190	2	8	4	-10	1	47	8	1	47	8	1	47	8
19790102	UAF	ZWEEDU	181	1	5	4	-9	4	-25.9622	32.4589	4	-25.9622	32.4589	4	-25.9622	32.4589
19790102	UGA	EGYGOV	043	1	2	1	2.8	4	-17.8178	31.0447	4	-17.8178	31.0447	4	-17.8178	31.0447
19790102	UGA	GOV	042	1	2	1	1.9	1	1	32	4	29.9667	31.25	4	29.9667	31.25
19790102	UGA	GOV	043	1	6	1	2.8	1	1	32	1	1	32	4	29.9667	31.25
19790102	UGAGOV	AFR	040	1	2	1	1	1	1	32	1	1	32	1	1	32
19790102	UKR	RUS	036	3	8	1	4	4	59.8944	30.2642				4	50.4333	30.5167
19790102	USA	AGR	120	1	9	3	-4	4	50.4333	30.5167				4	50.4333	30.5167
19790102	USA	BUS	050	2	7	1	3.5	3	38.8951	-77.0364	3	38.8951	-77.0364	3	38.8951	-77.0364
19790102	USABUS	CHN	040	1	2	1	1	4	39.9289	116.388	4	39.9289	116.388	4	39.9289	116.388
19790102	USA	CHN	036	1	2	1	4	3	38.8951	-77.0364	4	39.9289	116.388	4	39.9289	116.388
19790102	USA	CHN	050	3	4	1	3.5	4	31.2222	121.458	1	38	-97	4	31.2222	121.458
19790102	USA	CHN	054	3	9	1	6	1	23.5	121	4	39.9289	116.388	1	23.5	121
19790102	USA	CHN	100	1	4	3	-5	3	38.8951	-77.0364	4	39.9289	116.388	3	38.8951	-77.0364
19790102	USA	CHRPRO	010	2	4	1	0	1	-29	24	1	-29	24	1	-29	24
19790102	USA	COL	043	3	18	1	2.8	2	27.8333	-81.717	4	10.9639	-74.7964	4	10.9639	-74.7964
19790102	USA	COP	036	1	1	1	4	2	27.8333	-81.717	4	6.29139	-75.5361	2	27.8333	-81.717
19790102	USA	COP	042	1	2	1	1.9	2	40.3736	-82.7755	2	40.3736	-82.7755	2	40.3736	-82.7755
19790102	USA	COP	173	1	4	4	-5	3	38.8951	-77.0364	3	38.8951	-77.0364	3	38.8951	-77.0364
19790102	USA	COP	190	1	7	4	-10	2	39.0724	-76.7902	2	39.0724	-76.7902	2	39.0724	-76.7902
19790102	USA	CUB	042	1	3	1	1.9	2	37.669	-84.6514	2	37.669	-84.6514	2	37.669	-84.6514
19790102	USA	CVL	190	1	5	4	-10	1	38	-97	4	23.1319	-82.3642	1	38	-97
19790102	USA	CVL	193	1	5	4	-10	2	41.5834	-72.7622	2	41.5834	-72.7622	2	41.5834	-72.7622
19790102	USA	DEUCVL	030	3	5	1	4	3	38.8951	-77.0364	1	60	-95	1	60	-95
19790102	USAEDU	GBR	042	1	5	1	1.9	3	34.0736	-118.4	1	51	9	1	51	9
19790102	USAEDU	USA	042	1	4	1	1.9	2	32.799	-86.8073	2	32.799	-86.8073	2	32.799	-86.8073
19790102	USAELI	IRN	042	1	10	1	1.9	2	32.799	-86.8073	2	32.799	-86.8073	2	32.799	-86.8073
19790102	USAELI	USA	010	2	4	1	0	3	38.8951	-77.0364	1	31	36	3	38.8951	-77.0364
19790102	USA	EUR	020	2	7	1	3	3	34.0522	-118.244	3	34.0522	-118.244	3	34.0522	-118.244
19790102	USA	FRA	051	2	9	1	3.4	4	35.75	51.5148	4	35.75	51.5148	4	35.75	51.5148
19790102	USA	GOV	042	2	9	1	1.9	2	39.0724	-76.7902	2	39.0724	-76.7902	2	39.0724	-76.7902
19790102	USA	GOV	043	1	9	1	2.8	1	38	-97	1	38	-97	1	38	-97
19790102	USA	GOV	112	1	9	3	-2	1	38	-97	1	38	-97	1	38	-97
19790102	USAGOV	CHN	050	1	3	1	3.5	2	39.0646	-105.327	2	39.0646	-105.327	2	39.0646	-105.327
19790102	USAGOV	COP	042	1	1	1	1.9	1	38	-97	1	38	-97	1	38	-97
19790102	USAGOV	GOV	0841	1	2	2	7	3	38.8951	-77.0364	3	38.8951	-77.0364	3	38.8951	-77.0364
19790102	USAGOV	GOV	100	1	2	3	-5	3	38.8951	-77.0364	3	38.8951	-77.0364	3	38.8951	-77.0364
19790102	USAGOV	IRNGOV	182	2	4	4	-9.5	4	37.4727	49.4622	4	37.4727	49.4622	4	37.4727	49.4622
19790102	USAGOV	USA	020	2	2	1	3	3	38.8951	-77.0364	3	38.8951	-77.0364	4	35.75	51.5148
19790102	USAGOV	USA	042	3	14	1	1.9	4	-22.6523	30.0466	4	-22.6523	30.0466	4	-22.6523	30.0466
19790102	USAGOV	USA	043	1	2	1	2.8	4	-22.6523	30.0466	4	-22.6523	30.0466	4	-17.8178	31.0447
19790102	USAGOV	USA	0841	1	2	2	7	1	38	-97	1	38	-97	1	38	-97
19790102	USAGOV	USA	100	1	2	3	-5	3	38.8951	-77.0364	3	38.8951	-77.0364	3	38.8951	-77.0364
19790102	USAGOV	USAGOV	020	1	5	1	3	3	38.8951	-77.0364	3	38.8951	-77.0364	3	38.8951	-77.0364
19790102	USA	IRN	010	6	17	1	0	3	34.0522	-118.244	4	32.6597	51.6714	4	32.6597	51.6714
19790102	USA	IRN	014	2	10	1	0	3	38.8951	-77.0364	1	32	53	1	32	53
19790102	USA	IRN	040	1	6	1	1	1	32	53	1	32	53	1	32	53
19790102	USA	IRN	050	2	2	1	3.5	2	35.6411	-79.8431	2	35.6411	-79.8431	2	35.6411	-79.8431
19790102	USA	IRN	110	2	2	3	-2	2	35.6411	-79.8431	2	35.6411	-79.8431	2	35.6411	-79.8431
19790102	USA	IRN	1246	2	9	3	-4	3	38.8951	-77.0364	3	38.8951	-77.0364	3	38.8951	-77.0364
19790102	USA	IRNOPP	190	1	4	4	-10	3	38.8951	-77.0364	4	35.75	51.5148	3	38.8951	-77.0364
19790102	USA	ITA	114	2	9	3	-2	4	10.9639	-74.7964	2	42.1497	-74.9384	4	10.9639	-74.7964
19790102	USA	JUD	020	1	2	1	3	2	42.1497	-74.9384	1	42.8333	12.8333	2	42.1497	-74.9384
19790102	USA	JUD	040	1	5	1	1	1	38	-97	1	38	-97	1	38	-97
19790102	USA	JUD	115	1	2	3	-2	2	18.2766	-66.335	2	18.2766	-66.335	2	18.2766	-66.335
19790102	USA	JUD	120	3	9	3	-4	3	38.8951	-77.0364	3	38.8951	-77.0364	2	32.799	-86.8073
19790102	USA	JUD	173	2	4	4	-5	2	43.3504	-84.5603	2	43.3504	-84.5603	2	43.3504	-84.5603
19790102	USAJUD	USA	1014	1	2	3	-5	3	42.3753	-85.7078	3	42.3753	-85.7078	3	42.3753	-85.7078
19790102	USAJUD	USA	193	1	2	4	-10	1	38	-97	1	38	-97	1	38	-97
19790102	USA	LEG	042	2	4	1	1.9	2	40.3736	-82.7755	3	38.8951	-77.0364	3	38.8951	-77.0364
19790102	USA	MED	010	1	2	1	0	3	38.8951	-77.0364	2	40.3736	-82.7755	2	40.3736	-82.7755
19790102	USAMED	IRNOPP	190	1	3	4	-10	1	46	2	1	46	2	1	46	2
19790102	USAMIL	USAMIL	042	1	9	1	1.9	3	38.8951	-77.0364	4	35.75	51.5148	4	35.75	51.5148
19790102	USAMIL	USAMIL	043	1	9	1	2.8	4	35.75	51.5148	4	35.75	51.5148	4	35.75	51.5148
19790102	USAPRI	JUD	040	1	1	1	1	3	38.8951	-77.0364	3	38.8951	-77.0364	3	38.8951	-77.0364
19790102	USA	REF	120	3	9	3	-4	1	51	9	1	38	-97	1	38	-97
19790102	USA	TWN	036	2	2	1	4	1	60	100	4	39.9289	116.388	1	60	100
19790102	USA	TWN	043	2	10	1	2.8	1	23.5	121	1	23.5	121	1	23.5	121
19790102	USA	TWN	110	1	2	3	-2	1	38	-97	1	23.5	121	1	23.5	121
19790102	USA	TWN	174	1	2	4	-5	1	38	-97	1	23.5	121	4	39.9289	116.388
19790102	USA	USAEDU	043	1	4	1	2.8	4	39.9289	116.388	1	38	-97	4	39.9289	116.388
19790102	USA	USAGOV	010	1	4	1	0	2	32.799	-86.8073	2	32.799	-86.8073	2	32.799	-86.8073
19790102	USA	USAGOV	013	1	3	1	0.4	3	32.7831	-96.8067	3	32.7831	-96.8067	3	32.7831	-96.8067
19790102	USA	USAGOV	030	1	4	1	4	3	38.8951	-77.0364	3	38.8951	-77.0364	3	38.8951	-77.0364
19790102	USA	USAGOV	042	1	2	1	1.9	3	38.8951	-77.0364	3	38.8951	-77.0364	3	38.8951	-77.0364
19790102	USA	USAGOV	043	3	14	1	2.8	4	-22.6523	30.0466	4	-22.6523	30.0466	4	-22.6523	30.0466
19790102	USA	VNM	043	1	9	1	2.8	4	-22.6523	30.0466	4	-22.6523	30.0466	4	-17.8178	31.0447
19790102	UZB	CVL	043	1	7	1	2.8	1	38	-97	4	11	107	4	3	101.4
19790102	VEN	USAPRI	090	3	3	2	-2	4	9.10216	-62.5253	1	18.2359	-66.4838	1	18.2359	-66.4838
19790102	VNM	CHN	012	1	2	1	-0.4	4	9.10216	-62.5253	4	9.10216	-62.5253	1	18.2359	-66.4838
19790102	VNM	GOV	036	1	2	1	4	4	21.0333	105.85	4	39.9289	116.388	4	39.9289	116.388
19790102	VNM	KHM	190	4	9	4	-10	4	10.25	105.917	4	12.4881	106.019	4	12.4881	106.019
19790102	VNM	RUS	122	1	9	3	-4	4	11.55	104.917	4	11.55	104.917	4	11.55	104.917
19790102	VNM	TWN	040	1	2	1	1	4	11.3	106.1				4	55.7522	37.6156
19790102	VNM	UAF	195	4	10	4	-10	4	10.25	105.917	4	10.25	105.917	4	10.25	105.917
19790102	VNM	USA	042	4	9	1	1.9	1	51	9	1	15	100	1	13	105
19790102	VNM	USAGOV	130	1	2	3	-4.4	1	13	105	4	3	101.4	4	11	107
19790102	ZAF	CHN	190	3	6	4	-10	4	28.7411	109.943	4	28.7411	109.943	4	28.6411	111.779
19790102	ZAF	MIL	190	1	4	4	-10	4	28.7411	109.943	4	28.7411	109.943	4	28.7411	109.943
19790102	ZWE	COP	041	1	4	1	1	4	28.7411	109.943	4	28.7411	109.943	4	28.7411	109.943
19790102	ZWE	HLH	010	1	4	1	0	4	-17.8178	31.0447	4	-17.8178	31.0447	4	-17.8178	31.0447
19790102	ZWE	REL	112	2	5	3	-2	4	-16.8287	29.3744	4	-17.7567	31.1036	4	-16.8287	29.3744
19790102	ZWE	UAF	190	2	4	4	-10	1	47	8	1	47	8	1	47	8
19790103	AFG	GOV	046	1	4	1	7	4	-18.3333	29.9153	4	-20.3267	30.0665	4	-18.3333	29.9153
19790103	AFG	IRN	192	2	4	4	-9.5	1	33	65	1	32	53	1	32	53
19790103	AFR	ETH	080	2	8	2	5	4	11.595	43.1481	4	9	39	4	9	39
19790103	AFR	EUR	030	1	4	1	4	4	9	39	4	9	39	4	9	39
19790103	AFRGOV	AFR	015	1	4	1	0	4	-27.8383	22.857	4	-27.8383	22.857	4	-27.8383	22.857
19790103	AFR	MIL	043	1	6	1	2.8	1	-12.5	18.5	1	-12.5	18.5	1	-12.5	18.5
19790103	AFR	NAMELI	012	2	2	1	-0.4	1	-29	24	1	-12.5	18.5	1	-29	24
19790103	AFR	ZAF	042	1	2	1	1.9	1	-29	24	1	-29	24	1	-29	24
19790103	ALBGOV	MMRGOV	010	1	10	1	0	1	-29	24	1	-29	24	1	-29	24
19790103	ALBGOV	MMRGOV	051	2	10	1	3.4	1	22	98	1	22	98	1	41	20
19790103	ALB	MMR	051	2	7	1	3.4	1	22	98	1	41	20	1	22	98
19790103	ARM	GIN	042	1	2	1	1.9	1	22	98	1	41	20	1	41	20
19790103	ARM	GOV	043	1	1	1	2.8	4	9.50917	-13.7122	4	9.50917	-13.7122	4	9.50917	-13.7122
19790103	BELGOV	VNM	161	2	3	4	-4	1	50.8333	4	4	21.0333	105.85	1	50.8333	4
19790103	BEL	VNM	161	1	2	4	-4	1	50.8333	4	4	21.0333	105.85	4	21.0333	105.85
19790103	BEN	NGA	043	1	4	1	2.8	1	50.8333	4	4	21.0333	105.85	4	21.0333	105.85
19790103	BEN	NGAGOV	043	2	6	1	2.8	1	9.5	2.25	4	6.45306	3.39583	4	6.45306	3.39583
19790103	BGR	HUN	057	2	10	1	8	1	47	20	1	47	20	1	47	20
19790103	BLZ	GTM	130	2	7	3	-4.4	2	42.2373	-71.5314	1	17.25	-88.75	1	17.25	-88.75
19790103	BUDMAH223	COL	010	2	7	1	0	4	4.54779	-74.1486	4	4.6	-74.0833	4	4.54779	-74.1486
19790103	BUS	USA	051	1	1	1	3.4	4	4.54779	-74.1486	4	4.54779	-74.1486	4	4.54779	-74.1486
19790103	CAN	TUR	042	6	7	1	1.9	4	39.9272	32.8644	4	39.9272	32.8644	3	38.8951	-77.0364
19790103	CHE	REB	181	1	2	4	-9	4	35.75	51.5148	3	38.8951	-77.0364	3	38.8951	-77.0364
19790103	CHL	LAB	013	1	4	1	0.4	1	47	8	1	51	9	1	51	9
19790103	CHN	BUS	080	1	4	2	5	1	-30	-71	1	-30	-71	1	-30	-71
19790103	CHN	CHNELI	042	2	2	1	1.9	4	30.8161	121.119	4	30.8161	121.119	4	30.8161	121.119
19790103	CHN	CHNGOV	020	2	4	1	3	4	35.6667	139.75	4	35.6667	139.75	4	35.6667	139.75
19790103	CHN	CHNGOV	110	1	6	3	-2	4	39.9289	116.388	4	39.9289	116.388	4	39.9289	116.388
19790103	CHN	COD	042	2	8	1	1.9	4	39.9289	116.388	1	-6	35	4	39.9289	116.388
19790103	CHNCOP	CHN	090	2	7	2	-2	4	49.6	117.433	4	49.6	117.433	4	49.6	117.433
19790103	CHN	CPV	042	1	2	1	1.9	4	49.6	117.433	4	49.6	117.433	1	38	-97
19790103	CHNELI	CHN	043	1	2	1	2.8	4	18.1194	-16.0406	4	18.1194	-16.0406	4	18.1194	-16.0406
19790103	CHNGOV	AUTELI	051	1	1	1	3.4	4	30.8161	121.119	4	30.8161	121.119	4	30.8161	121.119
19790103	CHNGOV	CHN	110	1	4	3	-2	1	35	105	4	62.2333	145.5	4	11.55	104.917
19790103	CHNGOV	KHM	051	2	4	1	3.4	4	11.55	104.917	4	11.55	104.917	4	11.55	104.917
19790103	CHNGOV	RUS	051	2	3	1	3.4	4	11.55	104.917	1	35	105	4	11.55	104.917
19790103	CHN	IGOUNO	026	1	10	1	4	1	35	105	4	62.2333	145.5	4	11.55	104.917
19790103	CHN	IGOUNO	120	1	2	3	-4	4	39.9289	116.388	4	60.5333	131.367	4	60.5333	131.367
19790103	CHN	JPN	061	2	6	2	6.4	4	31.5772	120.294	1	36	138	1	36	138
19790103	CHN	MOZ	042	3	8	1	1.9	4	39.9289	116.388	4	39.9289	116.388	4	39.9289	116.388
19790103	CHN	PRT	043	2	10	1	2.8	1	35	105	1	39.5	-8	1	35	105
19790103	CHN	RUS	120	2	6	3	-4	4	39.9289	116.388	4	60.5333	131.367	4	39.9289	116.388
19790103	CHN	TZA	042	3	8	1	1.9	4	39.9289	116.388	4	39.9289	116.388	4	39.9289	116.388
19790103	CHN	USA	023	1	10	1	3.4	4	39.9289	116.388	1	-18.25	35	4	39.9289	116.388
19790103	CHN	USA	036	1	5	1	4	4	39.9289	116.388	1	38	-97	4	60.5333	131.367
19790103	CHN	USA	042	4	19	1	1.9	3	38.8951	-77.0364	3	38.8951	-77.0364	3	38.8951	-77.0364
19790103	CHN	USA	043	1	10	1	2.8	4	49.6	117.433	1	38	-97	4	49.6	117.433
19790103	CHN	USA	046	3	7	1	7	3	38.8951	-77.0364	3	38.8951	-77.0364	3	38.8951	-77.0364
19790103	CHN	USA	090	1	2	2	-2	1	35	105	3	38.8951	-77.0364	1	35	105
19790103	CHN	USA	173	1	10	4	-5	4	49.6	117.433	1	38	-97	1	38	-97
19790103	CHN	USAGOV	042	3	7	1	1.9	1	35	105	3	38.8951	-77.0364	1	35	105
19790103	CHN	USAGOV	043	1	5	1	2.8	1	35	105	3	38.8951	-77.0364	3	38.8951	-77.0364
19790103	CHN	VNM	012	2	10	1	-0.4	3	38.8951	-77.0364	4	21.0333	105.85	4	21.0333	105.85
19790103	CHN	VNM	112	2	6	3	-2	4	39.9289	116.388	4	11.3	106.1	4	39.9289	116.388
19790103	CHN	VNM	154	2	5	4	-7.2	4	39.9289	116.388	1	23.5	121	1	23.5	121
19790103	CHN	ZMB	042	2	8	1	1.9	4	39.9289	116.388	4	39.9289	116.388	4	39.9289	116.388
19790103	CHRCTH	DEU	193	1	2	4	-10	4	39.9289	116.388	1	-15	30	4	39.9289	116.388
19790103	CHRCTH	ESP	030	1	9	1	4	1	-18.25	35	1	-18.25	35	1	-18.25	35
19790103	CHRCTH	ESP	057	1	9	1	8	4	40.4	-3.68333	4	40.4	-3.68333	4	40.4	-3.68333
19790103	CHRCTH	REL	043	1	9	1	2.8	4	40.4	-3.68333	4	40.4	-3.68333	4	40.4	-3.68333
19790103	CHRCTH	VAT	042	1	4	1	1.9	4	18.6597	-96.5222	4	18.6597	-96.5222	4	18.6597	-96.5222
19790103	COD	CHN	043	2	8	1	2.8	1	-6	35	4	39.9289	116.388	4	39.9289	116.388
